,Name,Name_Chinese,Region,Language,States,Specific,Owner,Owner_Chinese,Parent,Parent_Chinese,Twitter,Twitter_url,Twitter_fol,Facebook,Facebook_url,Facebook_fol,Instagram,Instagram_url,Instagram_fol,Threads,Threads_url,Threads_fol,Youtube,Youtube_url,Youtube_fol,Tiktok,Tiktok_url,Tiktok_fol,Max_media_fol,Max_media,All_media_fol
194,Chinese Embassy in Switzerland (UN Missions),,Switzerland,English,Europe,Non-EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaMissionGva,https://twitter.com/ChinaMissionGva,5316,,,0,,,0,,,0,,,0,,,0,5316,Twitter,5316
195,China.org.cn (English),中国网,Anglosphere,English,Cross States,Language and Cultural Communities,China International Communications Group (CICG),中国外文出版发行事业局,Central Publicity Department,中共中央宣传部,chinaorgcn,https://twitter.com/chinaorgcn,1000000,chinaorgcn,https://www.facebook.com/chinaorgcn/,34162330,chinaorgcnnews,https://www.instagram.com/chinaorgcnnews/,103,,,0,,,0,,,0,34162330,Facebook,35162433
196,China Plus Podcasts,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,ChinaPlusPods,https://twitter.com/ChinaPlusPods,7272,,,0,,,0,,,0,,,0,,,0,7272,Twitter,7272
197,People's Daily China Science,,Anglosphere,English,Cross States,Language and Cultural Communities,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,ChinaScience,https://twitter.com/ChinaScience,2000000,PDChinaScience/,https://www.facebook.com/PDChinaScience/,5800000,,,0,,,0,,,0,,,0,5800000,Facebook,7800000
198,State Council Information Office (SCIO),国务院新闻办公室,Anglosphere,English,Cross States,Language and Cultural Communities,State Council Information Office (SCIO),国务院新闻办公室,State Council,中华人民共和国国务院,chinascio,https://twitter.com/chinascio,55200,,,0,,,0,china_scio,https://www.threads.net/@china_scio,77,ChinaSCIO,https://www.youtube.com/@ChinaSCIO,1740,,,0,55200,Twitter,57017
199,Wang Xiaojian,,India,English,Asia,South Asia,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaSpox_India,https://twitter.com/ChinaSpox_India,12900,,,0,,,0,,,0,,,0,,,0,12900,Twitter,12900
200,China Today,今日中国,Anglosphere,English,Cross States,Language and Cultural Communities,China International Communications Group (CICG),中国外文出版发行事业局,Central Publicity Department,中共中央宣传部,chinatoday_com,https://twitter.com/ChinaToday_com,471,chinatodayreport,https://www.facebook.com/chinatodayreport/,14315,,,0,,,0,,,0,,,0,14315,Facebook,14786
201,China Youth Daily,中国青年报,China,Chinese,Asia,Greater China,China Youth Daily Press,中国青年报社,Central Committee of the Communist Youth League,共青团中央,ChinaYouthOL,https://twitter.com/ChinaYouthOL,147,,,0,,,0,,,0,,,0,,,0,147,Twitter,147
202,Chinese Embassy in Mali,中国驻马里大使馆,Mali,French,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Chine_au_Mali,https://twitter.com/Chine_au_Mali,4741,AmbChineMali,https://www.facebook.com/AmbChineMali,3900,,,0,,,0,,,0,,,0,4741,Twitter,8641
203,Chinese Embassy in Guinea,中华人民共和国驻几内亚共和国大使馆,Guinea,French,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,chine_guinee,https://twitter.com/chine_guinee,5545,,,0,,,0,,,0,,,0,,,0,5545,Twitter,5545
204,Chinese Embassy in Sénégal,,Senegal,French,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChineAmbassade,https://twitter.com/ChineAmbassade,1481,,,0,,,0,,,0,,,0,,,0,1481,Twitter,1481
205,Chinese Embassy in Djibouti,,Djibouti,French,Asia,Middle East,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChineAmbDjibout,https://twitter.com/ChineAmbDjibout,3205,,,0,,,0,,,0,,,0,,,0,3205,Twitter,3205
206,Chinese Embassy in Morocco,,Morocco,French,Asia,Middle East,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChineAmbMaroc,https://twitter.com/ChineAmbMaroc,3360,ChineAmbMaroc,https://www.facebook.com/ChineAmbMaroc,1100,,,0,,,0,,,0,,,0,3360,Twitter,4460
207,Liu Jin,刘晋,Gambia,English,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChineseAmb_GM,https://twitter.com/ChineseAmb_GM,1617,,,0,,,0,,,0,,,0,,,0,1617,Twitter,1617
208,Kong Xianhua,,India,English,Asia,South Asia,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChineseCGMumbai,https://twitter.com/ChineseCGMumbai,1873,,,0,,,0,,,0,,,0,,,0,1873,Twitter,1873
209,Chinese Consulate General in Melbourne,,Australia,English,Oceania,Anglosphere,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChineseCon_Mel,https://twitter.com/ChineseCon_Mel,2881,,,0,,,0,,,0,,,0,,,0,2881,Twitter,2881
210,Chinese Embassy in Fiji,,Fiji,English,Oceania,Other,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChineseEmb_FJ,https://twitter.com/ChineseEmb_FJ,3216,,,0,,,0,,,0,,,0,,,0,3216,Twitter,3216
211,Chinese Embassy in Papua New Guinea,,Papua New Guinea,English,Oceania,Other,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChineseEmb_PNG,https://twitter.com/ChineseEmb_PNG,6257,ChineseEmbPNG,https://www.facebook.com/ChineseEmbPNG,2100,,,0,,,0,,,0,,,0,6257,Twitter,8357
212,Chinese Embassy in Uganda,,Uganda,English,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChineseEmb_Uga,https://twitter.com/ChineseEmb_Uga,10800,Chinese.Emb.Uga,https://www.facebook.com/Chinese.Emb.Uga,1500,,,0,,,0,,,0,,,0,10800,Twitter,12300
213,Chinese Embassy in Thailand,,Thailand,Thai,Asia,ASEAN,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,chineseembassy1,https://twitter.com/chineseembassy1,977,,,0,,,0,,,0,,,0,chineseembassyinthailand,https://www.tiktok.com/@chineseembassyinthailand,0,977,Twitter,977
214,Chinese Embassy in Jordan,中国驻约旦使馆,Jordan,Arabic,Asia, Middle East,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChineseembassyJ,https://twitter.com/ChineseembassyJ,5365,Chinaemb.Jordan,https://www.facebook.com/Chinaemb.Jordan,4900,,,0,,,0,,,0,,,0,5365,Twitter,10265
215,Chinese Embassy in Hungary,,Hungary,Hungarian,Europe,EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChineseEmbinHU,https://twitter.com/ChineseEmbinHU,6367,ChinaEmbHungar,https://www.facebook.com/ChinaEmbHungar,0,,,0,,,0,,,0,,,0,6367,Twitter,6367
216,Chinese Embassy in Montenegro,,Montenegro,Serbian,Europe,Non-EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChineseEmbinMNE,https://twitter.com/ChineseEmbinMNE,1514,,,0,,,0,,,0,,,0,,,0,1514,Twitter,1514
217,Chinese Embassy in Russia,中国驻俄罗斯大使馆,Russia,Russian,Europe,Non-EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChineseEmbinRus,https://twitter.com/ChineseEmbinRus,27200,AmbasadaChineiinRomania,https://www.facebook.com/AmbasadaChineiinRomania,20000,,,0,,,0,,,0,chineseembinrus,https://www.tiktok.com/@chineseembinrus,576,27200,Twitter,47776
218,Chinese Embassy in United Kingdom (UK),中国驻英国大使馆,UK,English,Europe,Non-EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChineseEmbinUK,https://twitter.com/ChineseEmbinUK,43700,,,0,,,0,,,0,chineseembassyinuk4659,https://www.youtube.com/@chineseembassyinuk4659,297,chineseembassyinuk,https://www.tiktok.com/@chineseembassyinuk,139,43700,Twitter,44136
219,Chinese Embassy in United States,,USA,English,Americas,Anglosphere,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChineseEmbinUS,https://twitter.com/ChineseEmbinUS,118100,ChineseEmbassyinUS,https://www.facebook.com/ChineseEmbassyinUS,55000,,,0,,,0,,,0,chineseembassyinus,https://www.tiktok.com/@chineseembassyinus,29200,118100,Twitter,202300
220,Chinese Embassy in Kenya,,Kenya,English,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChineseEmbKenya,https://twitter.com/ChineseEmbKenya,15800,,,0,,,0,,,0,,,0,,,0,15800,Twitter,15800
221,Chinese Embassy in Yemen,中国驻也门大使馆,Yemen,Arabic,Africa,African Union/MENA,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChineseEmbtoYEM,https://twitter.com/ChineseEmbtoYEM,62700,chineseembtoyemen,https://www.facebook.com/chineseembtoyemen,6800,,,0,,,0,,,0,,,0,62700,Twitter,69500
222,Chinese Embassy in Tanzania,,Tanzania,Swahili,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChineseEmbTZ,https://twitter.com/ChineseEmbTZ,15800,,,0,,,0,,,0,,,0,,,0,15800,Twitter,15800
223,Chinese Embassy in Estonia,,Estonia,Estonian,Europe,EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChineseEstonia,https://twitter.com/ChineseEstonia,1409,,,0,,,0,,,0,,,0,,,0,1409,Twitter,1409
224,Chinese Embassy in Liberia,,Liberia,English,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChineseLiberia,https://twitter.com/ChineseLiberia,6373,CNAmbLR,https://www.facebook.com/CNAmbLR,595,,,0,,,0,,,0,,,0,6373,Twitter,6968
225,Chinese Embassy in Somalia,,Somalia,English,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChineseSomalia,https://twitter.com/ChineseSomalia,12200,chinainsa,https://www.facebook.com/chinainsa,75000,,,0,,,0,,,0,,,0,75000,Facebook,87200
226,Chinese Embassy in Zimbabwe,,Zimbabwe,English,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChineseZimbabwe,https://twitter.com/ChineseZimbabwe,17200,,,0,,,0,,,0,,,0,,,0,17200,Twitter,17200
227,Chloé Zhou,,la Francophonie,French,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,chloezhou21,https://twitter.com/chloezhou21,897,Chloezhoubeijing,https://www.facebook.com/Chloezhoubeijing,1000000,chloezhou21,https://www.instagram.com/chloezhou21/,1668,,,0,chloezhou11,https://www.youtube.com/channel/UCCcKEXOzJ4JsjJY8RO9d9WA,930,,,0,1000000,Facebook,1003495
228,Chinese Embassy in Egypt,中国驻埃及大使馆,Egypt,Arabic,Africa,African Union/MENA,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,CHN_EGY,https://twitter.com/CHN_EGY,3092,hineseEmbinEgypt,https://www.facebook.com/@ChineseEmbinEgypt,48000,,,0,,,0,,,0,,,0,48000,Facebook,51092
229,Chinese Consulate General in Osaka,中華人民共和国駐大阪総領事館,Japan,Japanese,Asia,East Asia,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChnConsul_osaka,https://twitter.com/ChnConsul_osaka,21400,,,0,,,0,,,0,user-kr2ke5sy6b,https://www.youtube.com/@user-kr2ke5sy6b,1700,,,0,21400,Twitter,23100
230,Chinese Consulate General in Fukuoka,中華人民共和国駐福岡総領事館,Japan,Japanese,Asia,East Asia,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChnConsulateFuk,https://twitter.com/ChnConsulateFuk,2959,,,0,,,0,,,0,,,0,,,0,2959,Twitter,2959
231,Chinese Consulate General in Johannesburg,,South Africa,English,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChnConsulateJhb,https://twitter.com/ChnConsulateJhb,1324,,,0,,,0,,,0,,,0,chnconsulategeneraljhb,https://www.tiktok.com/@chnconsulategeneraljhb,56,1324,Twitter,1380
232,Chinese Consulate General in Nagasaki,中華人民共和国駐長崎総領事館,Japan,Japanese,Asia,East Asia,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChnConsulateNag,https://twitter.com/ChnConsulateNag,992,,,0,,,0,,,0,,,0,,,0,992,Twitter,992
233,Chinese Consulate General in Nagoya,中華人民共和国駐名古屋総領事館,Japan,Japanese,Asia,East Asia,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChnConsulateNgo,https://twitter.com/ChnConsulateNgo,3339,,,0,,,0,,,0,user-vz3fv8md2p,https://www.youtube.com/@user-vz3fv8md2p,11,,,0,3339,Twitter,3350
234,Chinese Consulate General in Niigata,中華人民共和国駐新潟総領事館,Japan,Japanese,Asia,East Asia,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChnConsulateNgt,https://twitter.com/ChnConsulateNgt,3130,,,0,,,0,,,0,,,0,,,0,3130,Twitter,3130
235,Chinese Embassy in Japan,中華人民共和国駐日本国大使館,Japan,Japanese,Asia,East Asia,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChnEmbassy_jp,https://twitter.com/ChnEmbassy_jp,102400,profile.php?id=100072261466319,https://www.facebook.com/profile.php?id=100072261466319,189,,,0,,,0,,,0,chnembassy_jp,https://www.tiktok.com/@chnembassy_jp,184,102400,Twitter,102773
236,Chinese Embassy in Sudan,‎中国驻苏丹大使馆,Sudan,Arabic,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,CHNembinSudan,https://twitter.com/CHNembinSudan,6098,,,0,,,0,,,0,,,0,,,0,6098,Twitter,6098
237,Chinese Embassy in Suriname,,Suriname,English,Americas,Latin America,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,CHNEmbSuriname,https://twitter.com/CHNEmbSuriname,1261,,,0,,,0,,,0,,,0,,,0,1261,Twitter,1261
238,Liu Yuyin,,UN,English,Cross States,Other,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChnMission,https://twitter.com/ChnMission,1755,,,0,,,0,,,0,,,0,,,0,1755,Twitter,1755
239,China International Development Cooperation Agency (CIDCA),,Anglosphere,English,Cross States,Language and Cultural Communities,China International Development Cooperation Agency (CIDCA),国家国际发展合作署,State Council,中华人民共和国国务院,cidcaofficial,https://twitter.com/cidcaofficial,37900,,,0,,,0,,,0,,,0,,,0,37900,Twitter,37900
240,CRI Italian (Radio Cina Internazionale),,Italy,Italian,Europe,EU,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,cinitalia,https://twitter.com/cinitalia,2228,CriItaliano,https://www.facebook.com/CriItaliano/,939000,,,0,,,0,CINITALIA,https://www.youtube.com/channel/UC-89ZO9I7TAj9HkZHMllgpg,3920,,,0,939000,Facebook,945148
241,Yangtze View World,长江新闻号,Hubei,Chinese,Asia,Greater China,Hubei Radio & Television Station (HBTV),湖北广播电视台,Hubei Provincial People's Government,湖北省人民政府,cjxwh_hbtv,https://twitter.com/cjxwh_hbtv,1153,,,0,,,0,,,0,,,0,,,0,1153,Twitter,1153
242,CGTN Closer to China,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,closertochina,https://twitter.com/closertochina,8795,cgtnclosertochina,https://www.facebook.com/cgtnclosertochina,167000,,,0,,,0,,,0,,,0,167000,Facebook,175795
243,China Content Center,,China,Chinese,Asia,Greater China,"Shanghai Guanchazhe Information Technology Co.,Ltd",上海观察者信息技术有限公司,Shanghai Academy of Social Sciences (SASS),上海社会科学院,CNContentCenter,https://twitter.com/CNContentCenter,43200,,,0,,,0,,,0,chinacontentcenter,https://www.youtube.com/@chinacontentcenter,600000,,,0,600000,Youtube,643200
244,China News Service (CNS) Agency,中國新聞社,China,Chinese,Asia,Greater China,China News Service (CNS),北京中新网信息科技有限公司,United Front Work Department,中共中央统一战线工作部,CNS1952,https://twitter.com/CNS1952,494700,ChinaNewsService,https://www.facebook.com/ChinaNewsService,1200000,,,0,,,0,cnsvideo,https://www.youtube.com/@cnsvideo,193000,chinanewsservice,https://www.tiktok.com/@chinanewsservice,32300,1200000,Facebook,1920000
245,CRI Polish,,Poland,Polish,Europe,EU,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CoChwila,https://twitter.com/CoChwila,567,redakcjapolska,https://www.facebook.com/redakcjapolska,388000,,,0,,,0,ChinyDziendobry,https://www.youtube.com/channel/UC6sQzpQJP-juqHyKLMF-Jyw,896,,,0,388000,Facebook,389463
246,Xu Zhike (Coco Studio),,la Francophonie,French,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CocoStudio4,https://twitter.com/CocoStudio4,982,CocoStudioenChine/,https://www.facebook.com/CocoStudioenChine/,1300000,cocostudioenchine,https://www.instagram.com/cocostudioenchine/,4256,,,0,CocoStudioenChine,https://www.youtube.com/channel/UC2bFxuLClcjHadRnrKvxweQ,156000,cocoenchine,https://www.tiktok.com/@cocoenchine,142100,1300000,Facebook,1603338
247,Chinese Consulate General in Strasbourg,,France,French,Europe,EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,consulat_de,https://twitter.com/consulat_de,2457,,,0,,,0,,,0,,,0,,,0,2457,Twitter,2457
248,Chinese Consulate General in San Francisco,,USA,English,Americas,Anglosphere,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ConsulateSan,https://twitter.com/ConsulateSan,4221,,,0,chineseconsulate,https://www.instagram.com/chineseconsulate/,462,,,0,user-cq4mw4or9e,https://www.youtube.com/@user-cq4mw4or9e,16,,,0,4221,Twitter,4699
249,Chinese Consulate General in Barcelona,中国驻巴塞罗那总领馆,Spain,Spanish,Europe,EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ConsulChinaBcn,https://twitter.com/ConsulChinaBcn,4495,,,0,,,0,,,0,,,0,,,0,4495,Twitter,4495
250,Chinese Consulate General in Rio de Janeiro,,Brazil,Portuguese,Americas,Latin America,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ConsulChinaRJ,https://twitter.com/ConsulChinaRJ,2474,,,0,,,0,,,0,,,0,,,0,2474,Twitter,2474
251,CMG Hindi,,India,Hindi,Asia,South Asia,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,cri_hindi,https://twitter.com/cri_hindi,52,cmghindiservice,https://www.facebook.com/cmghindiservice,11000000,,,0,,,0,,,0,,,0,11000000,Facebook,11000052
252,CRI Türkçe,,Türkiye,Turkish,Asia,Middle East,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CRI_Turkish,https://twitter.com/CRI_Turkish,85200,criturkfm,https://www.facebook.com/criturkfm,116000,criturkish,https://www.instagram.com/criturkish/,56500,criturkish,https://www.threads.net/@criturkish,493,criturk,https://www.youtube.com/criturk,44400,,,0,116000,Facebook,302593
253,CRI Arabic,,MENA,Arabic,Cross States,Other,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,criarabic,https://twitter.com/criarabic,22200,criarabic1,https://www.facebook.com/criarabic1,2700000,,,0,,,0,,,0,,,0,2700000,Facebook,2722200
254,CRI Breaking News,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CRIbrk,https://twitter.com/CRIbrk,437,,,0,,,0,,,0,,,0,,,0,437,Twitter,437
255,CRI Français,,la Francophonie,French,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CriFrancais,https://twitter.com/CriFrancais,72900,profile.php?id=100064674103235&spm=C88696.PW9lL1E2rNNB.0.0&ref=ts&fref=ts,https://www.facebook.com/profile.php?id=100064674103235&spm=C88696.PW9lL1E2rNNB.0.0&ref=ts&fref=ts,2500000,cri_francais,https://www.instagram.com/cri_francais/,11000,,,0,,,0,,,0,2500000,Facebook,2583900
256,CRI German,,Germany,German,Europe,EU,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CRIGerman1,https://twitter.com/CRIGerman1,54,CRIGerman,https://www.facebook.com/CRIGerman,897000,,,0,,,0,,,0,,,0,897000,Facebook,897054
257,CRI Greek,,Greece,Greek,Europe,EU,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,crigreek,https://twitter.com/crigreek,224,profile.php?id=100068848134907,https://www.facebook.com/profile.php?id=100068848134907,155000,,,0,,,0,,,0,,,0,155000,Facebook,155224
258,CRI Hausa,,Nigeria,Hausa,Africa,African Union,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CRIHausaRadio,https://twitter.com/CRIHausaRadio,1275,CGTNHausa,https://www.facebook.com/CGTNHausa,1400000,,,0,,,0,,,0,,,0,1400000,Facebook,1401275
259,CRI Japanese,CRI日本語,Japan,Japanese,Asia,East Asia,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CRIjpn,https://twitter.com/CRIjpn,23300,japanese.cri,https://www.facebook.com/japanese.cri,5900000,,,0,,,0,cri8511,https://www.youtube.com/channel/UCAq3au5J8QghC2nuzaDdHZA,3680,,,0,5900000,Facebook,5926980
260,CRI Pashto,,Afghanistan,Pashto,Asia,South Asia,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,cripashto,https://twitter.com/cripashto,59,pushtu.cri.cn,https://www.facebook.com/pushtu.cri.cn/,3200000,,,0,,,0,,,0,,,0,3200000,Facebook,3200059
261,CRI Sinhala,,Sri Lanka,Sinhalese,Asia,South Asia,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CRIsinhala,https://twitter.com/CRIsinhala,126,crisrilanka,https://www.facebook.com/crisrilanka,1500000,,,0,,,0,,,0,,,0,1500000,Facebook,1500126
262,CRI Urdu,,Pakistan,Urdu,Asia,South Asia,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,criurdu,https://twitter.com/criurdu,82,CRIurdu,https://www.facebook.com/CRIurdu/,3200,,,0,,,0,urducri6294,https://www.youtube.com/@urducri6294,3870,,,0,3870,Youtube,7152
263,China State Construction (CSCEC),中国建筑集团有限公司,Anglosphere,English,Cross States,Language and Cultural Communities,China State Construction Engineering (CSCEC),中国建筑集团有限公司,State Council,中华人民共和国国务院,CSCECNEWS,https://twitter.com/CSCECNEWS,128900,CSCECNews,https://www.facebook.com/CSCECNews/,1100000,china_state_construction,https://www.instagram.com/china_state_construction/,34400,,,0,CSCECNews,https://www.youtube.com/@CSCECNews,5650,,,0,1100000,Facebook,1268950
264,Zhu Danni (Danni Zhu),,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Danni_Zhu131,https://twitter.com/Danni_Zhu131,21,,,0,iamdanni131,https://www.instagram.com/iamdanni131/,54,iamdanni131,https://www.threads.net/@iamdanni131,15,,,0,,,0,54,Instagram,90
265,CRI Mongolian,,Mongolia,Mongolian,Asia,East Asia,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,delkhiintsag,https://twitter.com/delkhiintsag,0,mongolradio,https://www.facebook.com/mongolradio,5700,,,0,,,0,,,0,,,0,5700,Facebook,5700
266,Wang Di'er (Deer Wang),王迪迩,Anglosphere,English,Cross States,Language and Cultural Communities,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,dier0806,https://twitter.com/dier0806,258,Deer-Wang-111316794562651,https://www.facebook.com/Deer-Wang-111316794562651,2600,w.dier,https://www.instagram.com/w.dier/,139,,,0,dierwang4537,https://www.youtube.com/channel/UCQNeX7sy9LdWhlY-byDmQwg,309,,,0,2600,Facebook,3306
267,Ding Heng,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,DingHeng6,https://twitter.com/DingHeng6,67,,,0,,,0,,,0,,,0,,,0,67,Twitter,67
268,DIOC,国际组织和会议部,China,Chinese,Asia,Greater China,Department of International Organizations and Conferences (DIOC),外交部国际组织和会议部,Ministry of Foreign Affairs,中华人民共和国外交部,DIOC_MFA_China,https://twitter.com/DIOC_MFA_China,707,,,0,,,0,,,0,,,0,,,0,707,Twitter,707
269,Discover Binhai,,Anglosphere,English,Cross States,Language and Cultural Communities,Department of Culture and Tourism of Tianjin Binhai District,天津市滨海区文化和旅游厅,People's Government of Tianjin Binhai New Area,天津滨海新区人民政府,discoverbinhai,https://twitter.com/discoverbinhai,5112,DiscoverBinhai/,https://www.facebook.com/DiscoverBinhai/,1300,,,0,,,0,,,0,discoverbinhai,https://www.tiktok.com/@discoverbinhai,36,5112,Twitter,6448
270,Discover Guangxi,,Anglosphere,English,Cross States,Language and Cultural Communities,Department of Culture and Tourism of Guangxi Zhuang Autonomous Region,广西壮族自治区文化和旅游厅,People's Government of Guangxi Zhuang Autonomous Region,广西壮族自治区人民政府,DiscoverGuangxi,https://twitter.com/DiscoverGuangxi,10700,DiscoverGuangxi,https://www.facebook.com/DiscoverGuangxi,115000,discover_guangxi,https://www.instagram.com/discover_guangxi/,2009,,,0,,,0,discoverguangxichina,https://www.tiktok.com/@discoverguangxichina,9,115000,Facebook,127718
271,Discover Jilin,,Anglosphere,English,Cross States,Language and Cultural Communities,Department of Culture and Tourism of Jilin Province,吉林省文化和旅游厅,Jilin Provincial People's Government,吉林省人民政府,DiscoverJilin,https://twitter.com/DiscoverJilin,3627,discoverjilin,https://www.facebook.com/discoverjilin/,94000,discoverjilin,https://www.instagram.com/discoverjilin/,42700,,,0,DiscoverJilin,https://www.youtube.com/DiscoverJilin,1400,discoverjilin,https://www.tiktok.com/@discoverjilin,5883,94000,Facebook,147610
